"","x"
"128762",0.63050920952394
"166523",0.798956456905395
"201041",0.538750544576263
"27888",0.834240845892982
"19623",0.511363629869127
"1274",0.596385236919386
"172777",0.642690634188914
"182342",0.448928430431737
"101285",0.184614836567005
"175794",0.774200649231535
"201313",0.511573206216759
"149221",0.399117708014504
"217531",0.857069306757076
"202864",0.523449550936802
"122420",0.459514453148768
"189099",0.638620237042344
"166861",0.517688144151997
"245353",0.428242610624897
"160565",0.61279955606221
"66729",0.839852152917536
"172451",0.746645700796919
"179364",0.610966736508811
"115493",0.319086640381948
"198828",0.789643529645643
"121181",0.728044488161418
"84270",0.725881815809209
"37382",0.534146183181027
"241631",0.778588098532545
"77605",0.724774247681219
"99375",0.80729224856205
"165145",0.548990223694324
"220159",0.372418465228051
"131002",0.495554578487595
"33240",0.719259745486091
"161316",0.591384024999735
"255226",0.701057696152847
"47451",0.135371615063716
"50026",0.880408037879293
"140244",0.809084224614172
"201573",0.378831611454058
"172003",0.758980127652993
"104955",0.231854366369328
"219142",0.506970588102334
"221317",0.719663126671828
"138754",0.325330229115136
"183801",0.7785034437195
"175417",0.556609711518507
"180869",0.611083333010958
"243524",0.805253917825899
"129413",0.30033565945403
"211422",0.431091815185428
"191891",0.690885991102103
"164541",0.824887136110204
"164982",0.571084315625322
"153287",0.61996960965492
"175042",0.374928850180966
"153415",0.634255342481409
"46721",0.532716122018192
"175380",0.775031672932308
"148678",0.545544984971196
"73460",0.902487484604527
"89747",0.836654856152841
"150779",0.0961549717512965
"15278",0.605868189381282
"39074",0.292270240993629
"125021",0.677281558375397
"204579",0.502321750398101
"131760",0.514952806180377
"56557",0.462634068474923
"114936",0.804154478783209
"140883",0.42766840909706
"110890",0.229217864987895
"184514",0.350953318627998
"120317",0.64541598742766
"140524",0.739380701036698
"161226",0.637297546991732
"176950",0.693860307511019
"228885",0.307460403046075
"127497",0.572557789106345
"53009",0.684412219746779
"10640",0.594336670990576
"170270",0.533817139581071
"253023",0.558811879942911
"241001",0.786155576027283
"186697",0.74951201510941
"1364",0.456480408997639
"85796",0.618875524726341
"205254",0.805232504706071
"173503",0.623581435387968
"39055",0.126505527992624
"169867",0.716440010198674
"6709",0.7245342466411
"56347",0.477089235841919
"235861",0.480337793897479
"131609",0.564175880835817
"2803",0.822959251444757
"129475",0.216643370834765
"228097",0.470054918994197
"214321",0.711051430866608
"15079",0.480703991701141
"202872",0.744610734814224
"154824",0.747820339629073
"89389",0.278250751879477
"184507",0.484681203458957
"19452",0.715581371801058
"90530",0.574773534107561
"237861",0.333440895377151
"72027",0.422207801350879
"253486",0.542634011564359
"219671",0.870360785733873
"187002",0.737343874971617
"210294",0.657828539509424
"109479",0.561046626346522
"72555",0.860887972574042
"217904",0.618688723828693
"203987",0.608409422650984
"203279",0.387685217704752
"87946",0.208268634715906
"95728",0.901572426689912
"39497",0.735939100621183
"90900",0.853741061786658
"148756",0.253036876034843
"61545",0.173470461797996
"211150",0.846131502878302
"55209",0.782963244671972
"24362",0.450461432011398
"129958",0.909208849537881
"238627",0.426883608019664
"158938",0.707832162647495
"240291",0.458747396514103
"244542",0.801509341881197
"166767",0.666015859422503
"85690",0.806245331277633
"60308",0.321507383756204
"201319",0.440514441510591
"156586",0.523592392968182
"11184",0.331689062925361
"107090",0.11216445665522
"5663",0.254557181247992
"106139",0.886428053692034
"109253",0.802224760975544
"59920",0.770737901836585
"59673",0.278425321859054
"9917",0.286767994486947
"35057",0.723431253883363
"23351",0.578276882143787
"141330",0.597980602273858
"127172",0.7461896593514
"207265",0.0982856642485735
"95919",0.700178820903909
"184395",0.223403297190561
"191183",0.487758064424978
"149518",0.272428918628242
"70916",0.520755598291399
"223045",0.314058232400783
"16114",0.785909924271003
"176845",0.628528496479534
"63558",0.366571150573812
"210977",0.511859057882326
"13507",0.536095787462081
"118908",0.643378128404797
"166393",0.873167136547789
"6196",0.529843617346873
"71514",0.741532532636038
"34953",0.546263420002342
"80034",0.624624799961089
"191268",0.744023363477782
"66913",0.277241142209427
"140095",0.752865166842367
"72395",0.924026632749277
"131257",0.77022349017663
"113009",0.649579628179345
"201699",0.825290852294677
"15506",0.631863751583622
"128070",0.892299626754836
"183579",0.836787389675802
"168988",0.287628021361298
"132022",0.926758945402986
"185591",0.877726477206918
"50726",0.312297140671775
"28768",0.719646197034554
"248650",0.481733271246011
"223717",0.446167399276453
"137983",0.505087843013303
"142766",0.23806128134093
"228362",0.855866267246889
"41823",0.580247437636441
"111390",0.71098463858362
"125568",0.747826108610169
"117314",0.638228944939551
"109035",0.759954116414359
"21640",0.367136594791319
"108639",0.905056517441085
"254657",0.752423827483108
"29316",0.681822264309537
"44734",0.646704537573002
"1253",0.82864620910219
"214337",0.191114037925081
"36552",0.734101442319432
"68068",0.388047984177658
"12993",0.462988326414451
"211303",0.79403729824347
"173469",0.508265917557055
"21673",0.101901537549917
"85461",0.27541088381854
"144383",0.597297622905779
"84139",0.395218635150042
"194852",0.339298204819306
"154608",0.69673947884778
"76455",0.718889929215727
"54905",0.782679474891097
"2321",0.612728338443291
"147435",0.276365000647672
"200460",0.755314958465272
"10096",0.246332076808332
"130797",0.58077591111582
"80554",0.836540168370979
"179820",0.292889963210057
"114155",0.608515179646397
"130568",0.300009917656287
"196795",0.618861298712607
"113048",0.624826880971614
"115461",0.615748340822276
"18101",0.777190917050126
"216730",0.872289461971309
"158830",0.580437225189248
"86483",0.848732523424796
"181425",0.899035097610212
"52801",0.842405537697946
"226563",0.93574445908138
"202726",0.805017659135672
"10700",0.624801133912463
"101781",0.402789106040621
"177783",0.586152732406965
"185266",0.17818189253333
"72949",0.491226640739996
"236539",0.787757304398964
"73086",0.790088968186196
"91409",0.670452024489337
"192795",0.5365062972557
"237927",0.803434638453861
"241249",0.829276470400298
"191887",0.45004013136758
"66199",0.54838245845971
"70029",0.494289131669751
"36779",0.312714331837062
"76902",0.528910029513364
"111110",0.616908650939642
"159719",0.664424121244488
"65490",0.416947933536435
"113095",0.488091126387432
"90899",0.469165669550281
"50219",0.765688559977391
"167459",0.813913466956774
"22048",0.350681771750453
"45820",0.949268850022925
"44808",0.132864367199843
"249172",0.617127352687794
"13936",0.386269707090727
"78051",0.707007056456847
"113664",0.403872620685596
"14682",0.758428390570584
"98873",0.664235861592114
"130411",0.197947118535302
"51532",0.348498271252997
"254932",0.678317151930298
"180583",0.629263542798485
"20145",0.664639231789433
"104565",0.830244888236806
"112271",0.454582884529006
"64024",0.44524186010622
"206031",0.765920059120254
"235357",0.924189175389444
"64374",0.382490178295593
"100948",0.269986243367749
"248898",0.419211358920329
"96552",0.757008909599343
"234496",0.70545967785791
"137151",0.912692797065239
"77189",0.629732867113829
"252127",0.644328012734139
"157397",0.807576860150531
"249247",0.809250518961059
"52721",0.644529591787703
"17361",0.525129053662955
"204935",0.740460480703701
"48109",0.726433320204688
"123623",0.67248298559275
"183266",0.887547597342104
"27120",0.672227423012391
"115086",0.570592832486234
"88511",0.672894386289657
"142886",0.684180163144641
"172951",0.589503338328285
"230620",0.831791052524337
"228390",0.782547030627365
"148440",0.726014651897481
"55501",0.695139793485964
"40359",0.667666155293683
"249991",0.347178826539638
"63238",0.802806836216398
"206110",0.729092385209184
"225823",0.57595736041038
"81816",0.881142787831495
"157067",0.595268707453834
"73983",0.345314914328802
"234990",0.350478595955432
"79188",0.34942711824187
"169597",0.650892441339026
"39786",0.232174803324792
"209672",0.581966582062915
"229927",0.578248759129262
"159122",0.679493467105032
"78986",0.208891324989146
"254292",0.504642265221105
"214455",0.832180168821532
"233416",0.677135524270714
"148955",0.219883433243042
"189459",0.662988703317733
"150020",0.487516492920289
"26943",0.531687904541521
"141474",0.608501127500048
"65019",0.714722357010818
"192134",0.292521648130887
"9978",0.913146715256747
"80073",0.78823056014792
"66732",0.728925031362496
"192747",0.743522133167302
"30482",0.799929645906051
"130701",0.277235440048758
"181004",0.630362614995674
"73281",0.836057888859787
"192528",0.683671562958622
"249674",0.596569566944336
"48718",0.398933978075407
"29984",0.515360798550371
"121439",0.208663209396437
"11940",0.632579926831765
"22775",0.537357874239236
"184013",0.37219098717492
"89247",0.558604382781153
"128971",0.769198362220197
"21879",0.302577418121181
"19110",0.810958238774511
"51330",0.465444636484505
"240494",0.467478103132429
"48300",0.322351645137349
"153464",0.458768442441377
"39370",0.768749976640096
"79710",0.368425811445498
"65169",0.376758339213527
"219960",0.600234641049145
"32438",0.58763048296156
"216719",0.612760198203563
"84070",0.472505498586283
"234424",0.286952759621205
"177628",0.638508809400819
"94036",0.72255407146965
"126428",0.624579608616949
"107177",0.637272272298906
"91002",0.601290868472593
"79294",0.60758793495172
"250908",0.745158710354265
"189127",0.718505474220408
"195662",0.631379284837339
"197223",0.635840426149512
"5181",0.589568621370354
"148540",0.742444015177828
"178523",0.538073459824414
"37291",0.695794323276572
"159303",0.711173591049849
"31167",0.507008845148569
"201581",0.501846480265317
"31114",0.846241891444917
"134968",0.417717718601211
"157654",0.483175169925636
"132594",0.569841708526076
"222951",0.420813350839397
"68364",0.58113176300426
"217477",0.57653854689533
"48322",0.661814528146744
"59485",0.897816912685846
"75922",0.300434701294158
"66844",0.478198335130447
"188107",0.744230047556581
"108292",0.0741535969501725
"217693",0.768188995900223
"181306",0.237225545517583
"144465",0.755107126119027
"240459",0.1999131339534
"128439",0.259053105887392
"246570",0.383299088868504
"13112",0.349780737097609
"174163",0.565435489609551
"70602",0.867994527686378
"31135",0.201842154219768
"3788",0.482051695973291
"99874",0.587261235495112
"161066",0.421995571935334
"9806",0.784622403847491
"89029",0.859265568378459
"39469",0.728828091243283
"156659",0.902076500723792
"112390",0.73964901420432
"100770",0.677571892404478
"224880",0.733295473146295
"187086",0.654345373489223
"227719",0.809833290155666
"93557",0.420820079159505
"161817",0.285165705483968
"48930",0.738486301292631
"233700",0.533762689966421
"208853",0.473370787772524
"29021",0.826639688513047
"10973",0.57866766118606
"242959",0.849525910781609
"38841",0.632582492377858
"79819",0.518674089081187
"85160",0.353566825697758
"46921",0.781252785606693
"108185",0.642617822599535
"42309",0.742216527396557
"161195",0.452779816087807
"66584",0.682762892625301
"242559",0.532711263275969
"238239",0.926879153880604
"208204",0.83584918233755
"173921",0.913324645861606
"165337",0.455025942277101
"137278",0.743533963835712
"52297",0.633769311322155
"72931",0.65097890463731
"136464",0.295191332898072
"101258",0.730536909298086
"74585",0.517127394171232
"190576",0.660878506818942
"168819",0.351168563627364
"245801",0.786619204472361
"236296",0.706995080079527
"39928",0.574528296298639
"223252",0.509417761488577
"242604",0.825502060644061
"144888",0.406816705085198
"34717",0.646951951226081
"41319",0.655301208692879
"141717",0.679124871668913
"29392",0.811412795226965
"150539",0.591338212119602
"132868",0.815148792915703
"123510",0.658095942969441
"145198",0.770429196109108
"174632",0.237522789609274
"34312",0.175897888085618
"163876",0.278067244609727
"120671",0.736212735606089
"66449",0.843157646854147
"219710",0.58655524911539
"40188",0.77188383148013
"223509",0.755263141107573
"251458",0.725877079012376
"190284",0.681686602247914
"50340",0.879486240999837
"2182",0.677991910091498
"65123",0.5316391647599
"225771",0.479143642183406
"146783",0.39270889647455
"110498",0.731686731357946
"219418",0.706829425872032
"148659",0.827868137405465
"68343",0.769339113012493
"254942",0.771008448026917
"33353",0.589069070055576
"210986",0.415719027383162
"178264",0.801725388708409
"96633",0.469871220487915
"34996",0.466106797623356
"228053",0.53315236410151
"183748",0.47147743878704
"224719",0.870594628726919
"234824",0.79621993820925
"180682",0.610235965915249
"81165",0.372053226659169
"158506",0.711199398411654
"204001",0.575626366028839
"173552",0.38804601737697
"169768",0.419829055464188
"164884",0.297200499211243
"159215",0.656721820850248
"144147",0.495009649698333
"85109",0.234915522727647
"238359",0.652864363660378
"49908",0.790767620313209
"40331",0.535549196684336
"146833",0.760628384574475
"58473",0.486030518371198
"55558",0.605193112739115
"174242",0.287129442743263
"124795",0.736413568982012
"212162",0.555860762968333
"49841",0.640212033392728
"240613",0.263358369801633
"67402",0.784551736312589
"221632",0.23456527870002
"190892",0.801421769497515
"218050",0.66405921653468
"232437",0.604992595425482
"46806",0.78991699801106
"61176",0.436615593270474
"64020",0.740050031313197
"4191",0.580055384530336
"35480",0.416935365098477
"139028",0.654044379682926
"213379",0.702967684212648
"111948",0.763366730403714
"153229",0.503593487395282
"227818",0.32742656022987
"149344",0.783187927449339
"171060",0.839568401124809
"71907",0.657036625327998
"170860",0.667867423173815
"54077",0.630804682009426
"183342",0.636423246004848
"130560",0.291376910368842
"189861",0.543972394323533
"241962",0.12450185508518
"182444",0.689406318069913
"179938",0.155703698861818
"91134",0.864781171100755
"4599",0.854868098058717
"234081",0.733719992008324
"120438",0.580460826039585
"69357",0.777558361995107
"135479",0.335231054270594
"60028",0.860834914956446
"237325",0.577110877852742
"119625",0.803130433573947
"253317",0.331753062850368
"20610",0.678021830296894
"243864",0.556599317637382
"64482",0.428664554235455
"53864",0.376645308154096
"190704",0.57637103378796
"214510",0.54555315719852
"135220",0.611047286895488
"213402",0.513704337021839
"229234",0.234673896426457
"214816",0.152613754728293
"83822",0.666420186283219
"50203",0.642685538017962
"37188",0.78687637659983
"137635",0.248228887198971
"192898",0.257461950205357
"163287",0.583931602732065
"24974",0.693654453620545
"43267",0.725829829332812
"45267",0.632241872132568
"67837",0.197236461427362
"111851",0.533280618040538
"98719",0.390599360050159
"182291",0.432151495914723
"19046",0.942601948258915
"54702",0.90675662237906
"170204",0.671300189776101
"249945",0.878170359212783
"102798",0.786866898670956
"212935",0.852377214938751
"81065",0.79830339726583
"160713",0.799047375572679
"124448",0.64552404527764
"19619",0.703467443533501
"180286",0.73178287194577
"122297",0.682247221832969
"40954",0.676895984877169
"92496",0.807535243189402
"220083",0.260245371657155
"14498",0.412095548935093
"36421",0.813748759740125
"220841",0.547874803741082
"75098",0.139107199086889
"208518",0.766627870614723
"71836",0.0929713414485498
"200576",0.456663289259413
"215761",0.878901409084672
"7982",0.74800527885599
"251598",0.747200621897685
"59721",0.177709839952523
"40147",0.612043190492831
"1976",0.842018708045878
"4460",0.688443000146093
"196080",0.707115794462682
"220115",0.653508469272651
"184974",0.636694112758279
"254157",0.6188491613563
"98901",0.4854946542501
"182164",0.704490200841262
"232692",0.873589838701082
"135943",0.811429735016431
"138792",0.914809816383195
"16249",0.333044214776448
"217724",0.264526779389928
"3917",0.597817884874386
"60191",0.811088302956151
"153475",0.373380418875095
"91571",0.799649323521515
"89643",0.725248779839121
"117236",0.725248179166481
"105416",0.267816435671368
"73161",0.601088590136418
"153518",0.520254818521012
"252933",0.786422416916137
"137087",0.375738618553688
"130000",0.81807400027087
"64403",0.803448010503323
"117980",0.495545578701576
"61293",0.847466254327694
"70370",0.518306293946634
"76506",0.479931312592125
"215749",0.435398235278734
"11128",0.887960119892704
"85046",0.686731527180002
"25045",0.683054180585202
"35477",0.710674772411858
"101691",0.542365977292529
"37698",0.573942712186587
"51545",0.606842750335227
"234394",0.785863295332708
"150945",0.50175037286448
"179442",0.436740063713732
"65395",0.580639255953165
"98742",0.435390028581319
"221228",0.491312498316787
"183291",0.409641778539531
"213996",0.754746209369072
"687",0.270676692388726
"83716",0.34177322642536
"62419",0.770105425560395
"3916",0.500208928566048
"60230",0.524998026189278
"231375",0.369991063936372
"77957",0.595985487905244
"119908",0.818020977449941
"242732",0.469783835017463
"179609",0.481340970511388
"93602",0.666149746570159
"95227",0.578260830276788
"15308",0.852702044116024
"49772",0.668812980204933
"51350",0.925812015852962
"229577",0.726471620258324
"146591",0.878578495839824
"190239",0.659676648806958
"88501",0.448563103815069
"246571",0.776875580204895
"5574",0.372412623685517
"56192",0.79171232419895
"5520",0.767525486965132
"93149",0.700674073120866
"461",0.693293513723475
"241816",0.712954050370752
"114671",0.646553852958399
"62533",0.346537521513494
"157739",0.301644945873265
"53790",0.799307588554079
"21797",0.449127943381965
"157883",0.499630505821354
"47079",0.747085398587118
"187928",0.301076289357374
"90042",0.589700130838128
"169231",0.328042731088604
"126576",0.87375951556048
"145413",0.587910527103313
"120313",0.520176103689059
"113731",0.624575654576915
"33894",0.479776105441394
"50663",0.560567350373646
"132627",0.805721012326173
"86621",0.683557590398484
"61727",0.610055459771542
"248083",0.605321154487506
"91809",0.488855903920889
"204716",0.691724673895085
"244101",0.543812654522998
"150076",0.317937225429842
"57281",0.255838798907595
"81289",0.566499915727341
"120939",0.681533717852932
"217353",0.807802187044705
"73249",0.835650159640675
"132655",0.38574181342259
"135596",0.527274521451368
"80635",0.689768372360921
"243766",0.807417055542293
"235778",0.606398433663586
"124560",0.444749630799296
"46370",0.619724130560639
"104830",0.717797538029562
"16967",0.59159523900616
"134428",0.904797262559782
"140445",0.21654356166994
"211970",0.694050385226085
"86489",0.521818097524937
"56830",0.886492917737761
"209478",0.569146043467228
"90759",0.266728483537357
"194879",0.34411037546862
"127442",0.666614945324141
"84433",0.819911012242676
"117025",0.638216040312802
"135500",0.496604335181671
"241998",0.810737349909828
"122982",0.742873462620693
"83840",0.815315876525718
"173991",0.626940952483703
"86439",0.228762867472852
"130029",0.782381326805032
"160482",0.861372397061307
"99272",0.601949259394293
"200680",0.443873973904435
"217788",0.628226660478282
"224043",0.654445482796693
"147110",0.804786591313743
"21829",0.247046130309681
"145404",0.901225702296815
"248595",0.500552100446005
"239625",0.237282010265609
"239588",0.517887929285555
"99901",0.686421750463609
"123723",0.507170851968132
"177352",0.704478708192224
"150115",0.652052392197144
"107641",0.810701679220649
"84785",0.757423193241133
"118916",0.687430995605222
"111386",0.646025534166368
"255164",0.814238009367076
"162263",0.697259370302077
"78035",0.531916320616773
"150626",0.418589873209505
"145116",0.574634957847588
"122536",0.917330430708466
"4973",0.295495298119637
"138841",0.876947662632837
"150433",0.577833847099568
"108135",0.461929113509196
"103779",0.797104811648622
"157024",0.780404930842246
"76398",0.55766838404499
"135390",0.654619857507487
"104263",0.902341057707558
"54465",0.260780492008469
"192316",0.850711593914477
"131902",0.484362189742444
"132130",0.758709254581316
"197924",0.293470231404592
"834",0.498773367039712
"34750",0.521043744232573
"178754",0.404898129922176
"110093",0.69394734713149
"5212",0.24817338066105
"55387",0.512141556127523
"49883",0.453013786172584
"187372",0.879158222860216
"154753",0.809032951677735
"223745",0.72113367191428
"221172",0.601973229145909
"181717",0.884265562583932
"231778",0.511754071211162
"151159",0.64729763882146
"85318",0.27784388156351
"216884",0.52378332951283
"160686",0.212040356878056
"129246",0.528229570764774
"121371",0.498676823423891
"449",0.386792483957559
"212354",0.731864288617972
"168650",0.532844536643407
"22036",0.489509533206217
"178483",0.109580879363958
"102433",0.919378579301694
"136251",0.574908562631237
"89763",0.645672437336258
"211910",0.551214883660884
"122421",0.662179371437269
"154602",0.313207564201931
"28920",0.658125866261434
"92519",0.483349152771507
"68418",0.73731380375504
"252410",0.627918846535181
"152257",0.818733619845286
"45333",0.476696307166656
"85852",0.129049388560757
"233034",0.41549269893397
"151704",0.412198431753231
"22130",0.507404983972859
"252753",0.277585607083626
"231933",0.421106694989558
"142538",0.519555988380314
"195773",0.669798115379647
"80039",0.0932663984645791
"232366",0.77023829211669
"54582",0.60513026350335
"148519",0.160340251769034
"180327",0.925556727088156
"18163",0.601397483992357
"251755",0.705354328993532
"37325",0.836569945398298
"34300",0.229709959892189
"179233",0.405439079834389
"202313",0.835386831619839
"174847",0.274081085550333
"88081",0.707313698844301
"124785",0.84515927194149
"88536",0.36752214376559
"36423",0.655901211737539
"165862",0.592438029365045
"118497",0.255324862363958
"168270",0.28113001049636
"41090",0.597832673494171
"149399",0.721638686607442
"89230",0.168351562294521
"204608",0.69947819506477
"252854",0.595292153631496
"80646",0.311808561256918
"129018",0.567255709463002
"70453",0.753284418643759
"61583",0.365551754597452
"173774",0.652514677353906
"28186",0.695599577963591
"185298",0.456142885181124
"182960",0.829397302306259
"98027",0.726520635595045
"245840",0.730489314522988
"49964",0.177739736805013
"248080",0.588383498388904
"13058",0.70803300390577
"163177",0.585518780568378
"91882",0.759386147850071
"167941",0.846767610891084
"89019",0.446825499493029
"210786",0.821801528261696
"232805",0.400466262609913
"55434",0.500205166677295
"103117",0.376281358801468
"56888",0.447625506389607
"150577",0.717557193526769
"173706",0.330210806892638
"164484",0.545618811477356
"180620",0.905508407420356
"196463",0.674604739454254
"242983",0.563472797642691
"233568",0.819712665585922
"82236",0.647045648174971
"120830",0.324732831033358
"228603",0.615069898259911
"180954",0.171010506808397
"237137",0.588522267378711
"145316",0.525629316029583
"200084",0.505809283895571
"57792",0.466162730151296
"48780",0.458429601108872
"54284",0.55313520532028
"93811",0.583360912736399
"220608",0.537761576877639
"53756",0.193677744307131
"202248",0.61844695489499
"179882",0.617847974340977
"74584",0.206970584199643
"67406",0.461814469223508
"194080",0.292071829643577
"27801",0.685489606081164
"174034",0.759953778955914
"163950",0.823215720983961
"12757",0.448384520888282
"111742",0.645560791087886
"196132",0.434027140788165
"82930",0.437212674017265
"51030",0.254709648133924
"165672",0.815662273510669
"230513",0.740066740274721
"85830",0.655267290553242
"122427",0.776419582305928
"146750",0.579850066000907
